Month,Car,TypeOfTrigger,Location,Cause
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-10,4T1B21HK3KU514477,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The software gave back control to the driver, due to a minor system error, Conditions: Non-inclement weather, dry roads, no other factors involved.
Root Cause: Software kickout. There are criteria that the software needs to meet to be in a ï¿½healthyï¿½ state. If one of these has an error, the software hands back control to the driver for safety reasons. This kickout was related to the drive-by-wire system throwing a software fault indicating that the self-driving software application the operator uses to monitor the carï¿½s behavior needs to be restarted. This is not safety critical; it just means an application restart fixes the issue"
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK3KU514477,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-10,4T1B21HK3KU514477,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-10,4T1B21HK6KU514747,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Unintetded braking during lane change. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During a merge, the test vehicle failed to keep an appropriate distance between a merging car or the merging car failed to yield to us. 
Root Cause: Test vehicle maintained the speed according to the speed limit. Our sensors picked up a vehicle that was merging into our lane, but the software (in the US) has not been programmed to increase/decrease speed when a vehicle is merging even though we have the right way. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"During a merge, the test vehicle failed to keep an appropriate distance between a merging car or the merging car failed to yield to us. 
Root Cause: Test vehicle maintained the speed according to the speed limit. Our sensors picked up a vehicle that was merging into our lane, but the software (in the US) has not been programmed to increase/decrease speed when a vehicle is merging even though we have the right way. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"During a merge, the test vehicle failed to keep an appropriate distance between a merging car or the merging car failed to yield to us. 
Root Cause: Test vehicle maintained the speed according to the speed limit. Our sensors picked up a vehicle that was merging into our lane, but the software (in the US) has not been programmed to increase/decrease speed when a vehicle is merging even though we have the right way. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The system interrupted a lane change maneuver unreasonably. Root cause: object or lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Another vehicle approaching target lane when the test vehicle inititated a lane change. Limitation in software. This was a case of two vehicles trying to occupy the same space in a lane. Our software has a limitation in that we do not (yet) cancel lane changes once it has been initiated; however, we do cancel lane changes if the software deems it unsafe prior to the actual maneuver. In this case we had already started the maneuver, therefore the driver had to take over. This isnï¿½t a software bug, itï¿½s a known issue that is being worked on. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Another vehicle approaching target lane when the test vehicle inititated a lane change. Limitation in software. This was a case of two vehicles trying to occupy the same space in a lane. Our software has a limitation in that we do not (yet) cancel lane changes once it has been initiated; however, we do cancel lane changes if the software deems it unsafe prior to the actual maneuver. In this case we had already started the maneuver, therefore the driver had to take over. This isnï¿½t a software bug, itï¿½s a known issue that is being worked on. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Another vehicle approaching target lane when the test vehicle inititated a lane change. Limitation in software. This was a case of two vehicles trying to occupy the same space in a lane. Our software has a limitation in that we do not (yet) cancel lane changes once it has been initiated; however, we do cancel lane changes if the software deems it unsafe prior to the actual maneuver. In this case we had already started the maneuver, therefore the driver had to take over. This isnï¿½t a software bug, itï¿½s a known issue that is being worked on. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Attempting to lane change into a lane with stopped/slow traffic, and test vehicle was not slowing down enough. Root cause: limited control actuation, detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Another vehicle approaching target lane when the test vehicle inititated a lane change. Limitation in software. This was a case of two vehicles trying to occupy the same space in a lane. Our software has a limitation in that we do not (yet) cancel lane changes once it has been initiated; however, we do cancel lane changes if the software deems it unsafe prior to the actual maneuver. In this case we had already started the maneuver, therefore the driver had to take over. This isnï¿½t a software bug, itï¿½s a known issue that is being worked on. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Another vehicle approaching target lane when the test vehicle inititated a lane change. Limitation in software. This was a case of two vehicles trying to occupy the same space in a lane. Our software has a limitation in that we do not (yet) cancel lane changes once it has been initiated; however, we do cancel lane changes if the software deems it unsafe prior to the actual maneuver. In this case we had already started the maneuver, therefore the driver had to take over. This isnï¿½t a software bug, itï¿½s a known issue that is being worked on. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Another vehicle approaching target lane when the test vehicle inititated a lane change. Limitation in software. This was a case of two vehicles trying to occupy the same space in a lane. Our software has a limitation in that we do not (yet) cancel lane changes once it has been initiated; however, we do cancel lane changes if the software deems it unsafe prior to the actual maneuver. In this case we had already started the maneuver, therefore the driver had to take over. This isnï¿½t a software bug, itï¿½s a known issue that is being worked on. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Unintetded braking during lane change. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During a merge, the test vehicle failed to keep an appropriate distance between a merging car or the merging car failed to yield to us. 
Root Cause: Test vehicle maintained the speed according to the speed limit. Our sensors picked up a vehicle that was merging into our lane, but the software (in the US) has not been programmed to increase/decrease speed when a vehicle is merging even though we have the right way. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-11,4T1B21HK3KU514477,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
